claim_id,book_id,book_title,chapter_title,section_title,paragraph_index,location_text,ebook_locator,claim_text,sentence_index,citation_status,citation_marker_text,citation_marker_location_text,citation_context,confidence,notes,verified,verifier,verification_notes
CLM-000246,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,All Great Tech Leads Know This One Weird Trick,,15,All Great Tech Leads Know This One Weird Trick >  > para 15,epub:spine=8;para=15,"What’s worse, you’ll often need to balance doing things you know how to do and enjoy doing, such as writing code, with things you don’t know how to do.",2,not_cited,,,,0.6000000000000001,,,,
CLM-000247,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,All Great Tech Leads Know This One Weird Trick,,17,All Great Tech Leads Know This One Weird Trick >  > para 17,epub:spine=8;para=17,"Even with careful scheduling, you won’t often have the time to focus for several-day stretches on coding problems.",0,not_cited,,,,0.6000000000000001,,,,
CLM-000248,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Being a Tech Lead 101,Software developer and team leader,22,Being a Tech Lead 101 > Software developer and team leader > para 22,epub:spine=8;para=22,"In your position as tech lead, you should continue writing code, but not too much .",3,not_cited,,,,0.75,,,,
CLM-000249,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Being a Tech Lead 101,Software developer and team leader,22,Being a Tech Lead 101 > Software developer and team leader > para 22,epub:spine=8;para=22,Teams often fail because they overworked themselves on a feature that their product manager would have been willing to compromise on.,8,not_cited,,,,0.6000000000000001,,,,
CLM-000250,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Being a Tech Lead 101,Ask the CTO: I Hate Being a Tech Lead!,26,Being a Tech Lead 101 > Ask the CTO: I Hate Being a Tech Lead! > para 26,epub:spine=8;para=26,"The tech lead is expected to make sure the team fully understands the project requirements, the work is planned, and the team is effective and performing well, all without necessarily having any management responsibilities and usually without any specific training.",3,not_cited,,,,0.6000000000000001,,,,
CLM-000251,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Being a Tech Lead 101,Ask the CTO: I Hate Being a Tech Lead!,26,Being a Tech Lead 101 > Ask the CTO: I Hate Being a Tech Lead! > para 26,epub:spine=8;para=26,"And, realistically, most managers will expect their tech leads to continue to write almost as much code as they did before they took on the lead role.",4,not_cited,,,,0.7000000000000001,,,,
CLM-000252,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Managing Projects,,33,Managing Projects >  > para 33,epub:spine=8;para=33,"There are some projects, usually described by words like infrastructure , platform , or system , that require architecture or significant advanced planning.",6,not_cited,,,,0.6000000000000001,,,,
CLM-000253,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Managing Projects,,35,Managing Projects >  > para 35,epub:spine=8;para=35,"I don’t even like hiring project managers because they often act as a crutch for engineers to use instead of learning to think through their future work and ask real questions about what they’re doing and why, and their presence means that you have more waterfall-style projects instead of an agile process.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000254,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decision Point: Stay on the Technical Track or Become a Manager,Real Life of a Senior Individual Contributor,63,Decision Point: Stay on the Technical Track or Become a Manager > Real Life of a Senior Individual Contributor > para 63,epub:spine=8;para=63,You can often choose your projects and can easily move between teams if you want something new.,2,not_cited,,,,0.55,,,,
CLM-000255,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decision Point: Stay on the Technical Track or Become a Manager,Imagined Life of a Manager,66,Decision Point: Stay on the Technical Track or Become a Manager > Imagined Life of a Manager > para 66,epub:spine=8;para=66,"Other managers are always interested in hearing what you think, and they can see how effectively you’ve gotten your team working, how clearly you care about the health of the organization, and how genuine your interest is in just making everyone better.",1,not_cited,,,,0.55,,,,
CLM-000256,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decision Point: Stay on the Technical Track or Become a Manager,Real Life of a Manager,70,Decision Point: Stay on the Technical Track or Become a Manager > Real Life of a Manager > para 70,epub:spine=8;para=70,"You can focus your team on some things, like writing better tests, but they still have a product roadmap to implement, and they have their own ideas for what technical tasks should be prioritized.",2,not_cited,,,,0.7,,,,
CLM-000257,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decision Point: Stay on the Technical Track or Become a Manager,Real Life of a Manager,70,Decision Point: Stay on the Technical Track or Become a Manager > Real Life of a Manager > para 70,epub:spine=8;para=70,"So, more than making decisions yourself, you’re helping the team make decisions.",3,not_cited,,,,0.65,,,,
CLM-000258,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decision Point: Stay on the Technical Track or Become a Manager,Real Life of a Manager,73,Decision Point: Stay on the Technical Track or Become a Manager > Real Life of a Manager > para 73,epub:spine=8;para=73,"When you discovered that the staff engineer who works for you makes more than you do, you almost lost it, so you’d better figure out how to get that bigger team fast.",7,not_cited,,,,0.65,,,,
CLM-000259,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The Process Czar",,75,"Good Manager, Bad Manager: The Process Czar >  > para 75",epub:spine=8;para=75,"They may have a very precise idea of how on-call should work, how code reviews must be done, or how the release process has to operate.",2,not_cited,,,,0.7,,,,
CLM-000260,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The Process Czar",,76,"Good Manager, Bad Manager: The Process Czar >  > para 76",epub:spine=8;para=76,They can be incredibly valuable members of a project management team because they tend to make sure that no task is forgotten and that everything is wrapped up in the way it should be.,3,not_cited,,,,0.75,,,,
CLM-000261,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The Process Czar",,79,"Good Manager, Bad Manager: The Process Czar >  > para 79",epub:spine=8;para=79,"The opposite of the process czar is not a manager who gives up on process completely, but rather someone who understands that processes must meet the needs of the team and the work.",0,not_cited,,,,0.75,,,,
CLM-000262,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,How to Be a Great Tech Lead,Lead Technical Decisions,90,How to Be a Great Tech Lead > Lead Technical Decisions > para 90,epub:spine=8;para=90,"Determine which decisions must be made by you, which decisions should be delegated to others with more expertise, and which decisions require the whole team to resolve.",0,not_cited,,,,0.75,,,,
CLM-000263,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Starting a New Reporting Relationship Off Right,Encourage Participation by Updating the New Hire Documentation,21,Starting a New Reporting Relationship Off Right > Encourage Participation by Updating the New Hire Documentation > para 21,epub:spine=9;para=21,A best practice in many engineering teams is to create a set of onboarding documents that are edited by every new hire as he gets up to speed.,1,not_cited,,,,0.75,,,,
CLM-000264,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Starting a New Reporting Relationship Off Right,Get Feedback from Your New Hire,23,Starting a New Reporting Relationship Off Right > Get Feedback from Your New Hire > para 23,epub:spine=9;para=23,"This is a rare period, where a new person comes in with fresh eyes and often sees things that are hard for the established team members to see.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000265,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Different 1-1 Styles,The Feedback Meeting,39,Different 1-1 Styles > The Feedback Meeting > para 39,epub:spine=9;para=39,"If you have an employee with performance issues, feedback meetings should happen more frequently, and if you’re thinking of firing someone I advise you to document these feedback meetings.",0,not_cited,,,,0.75,,,,
CLM-000266,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Micromanager, Delegator",,50,"Good Manager, Bad Manager: Micromanager, Delegator >  > para 50",epub:spine=9;para=50,Junior engineers often thrive under detailed oversight because they want that specific direction.,1,not_cited,,,,0.6000000000000001,,,,
CLM-000267,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Micromanager, Delegator",,51,"Good Manager, Bad Manager: Micromanager, Delegator >  > para 51",epub:spine=9;para=51,"If your value to the team has shifted from the thing you’re good at (writing code) to the thing you don’t yet know how to do well (managing people), it can be tempting to treat your reports as if they should be mini-mes.",3,not_cited,,,,0.7,,,,
CLM-000268,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Practical Advice for Delegating Effectively,Adjust Your Focus Depending on the Stage of Projects,58,Practical Advice for Delegating Effectively > Adjust Your Focus Depending on the Stage of Projects > para 58,epub:spine=9;para=58,"If you’re managing a single team or two directly, you should know all of the details of the project status as part of your regular team processes (like morning standup meetings).",0,not_cited,,,,0.75,,,,
CLM-000269,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Practical Advice for Delegating Effectively,Adjust Your Focus Depending on the Stage of Projects,58,Practical Advice for Delegating Effectively > Adjust Your Focus Depending on the Stage of Projects > para 58,epub:spine=9;para=58,"During the normal workflow, though, it’s usually enough to know what’s moving forward and what is taking longer than expected, especially if you can use that information to reshuffle work or help a struggling team member.",4,not_cited,,,,0.55,,,,
CLM-000270,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Practical Advice for Delegating Effectively,Establish Standards for Code and Systems,59,Practical Advice for Delegating Effectively > Establish Standards for Code and Systems > para 59,epub:spine=9;para=59,"For me, basic standards meant things like how much unit testing we expected to happen with each change (generally speaking, as some tests were always required), and at what point technical decisions should be reviewed by a larger group (like when someone wants to add a new language or framework to the stack).",3,not_cited,,,,0.8,,,,
CLM-000271,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Creating a Culture of Continuous Feedback,,67,Creating a Culture of Continuous Feedback >  > para 67,epub:spine=9;para=67,"You don’t have to do this in public, but every week there should be at least one thing you can recognize about someone on your team.",9,not_cited,,,,0.7,,,,
CLM-000272,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Creating a Culture of Continuous Feedback,,68,Creating a Culture of Continuous Feedback >  > para 68,epub:spine=9;para=68,"It’s not always a core need for doing the job well, and there will be many times when you don’t have either the qualifications or the capability to provide the coaching that everyone on your team needs.",15,not_cited,,,,0.6000000000000001,,,,
CLM-000273,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,,72,Performance Reviews >  > para 72,epub:spine=9;para=72,"They go wrong because we all suffer from various biases of which we may or may not be aware, and we tend to review people through the lens of those biases, criticizing some people for behaviors that we don’t even notice in others.",2,not_cited,,,,0.55,,,,
CLM-000274,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,"Give yourself enough time, and start early",75,"Performance Reviews > Give yourself enough time, and start early > para 75",epub:spine=9;para=75,"Even in an open process, as the manager you should still read that feedback and use it as part of your review writing, since the manager review is still often considered the most important summary of all review feedback.",1,not_cited,,,,0.8,,,,
CLM-000275,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,"Use concrete examples, and excerpts from peer reviews",77,"Performance Reviews > Use concrete examples, and excerpts from peer reviews > para 77",epub:spine=9;para=77,"If you can’t use a concrete example to support a point, ask yourself if the point is something you should be communicating in the review.",1,not_cited,,,,0.7,,,,
CLM-000276,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,Avoid big surprises,87,Performance Reviews > Avoid big surprises > para 87,epub:spine=9;para=87,"If someone is underperforming across the board, the review should not be his first time getting that feedback.",1,not_cited,,,,0.75,,,,
CLM-000277,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,Schedule enough time to discuss the review,88,Performance Reviews > Schedule enough time to discuss the review > para 88,epub:spine=9;para=88,I usually give people a printed copy of the review as they’re leaving on the evening before the review is scheduled.,0,not_cited,,,,0.6000000000000001,,,,
CLM-000278,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,Schedule enough time to discuss the review,89,Performance Reviews > Schedule enough time to discuss the review > para 89,epub:spine=9;para=89,"If you have to do this, expect it to be the hardest part of the review to discuss for anyone who got anything less than the top ratings.",1,not_cited,,,,0.65,,,,
CLM-000279,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Performance Reviews,Ask the CTO: Identifying Potential,92,Performance Reviews > Ask the CTO: Identifying Potential > para 92,epub:spine=9;para=92,"A person who has never shown reasonable performance, and who has been with a company long enough for you to observe performance, probably doesn’t actually have potential, at least within that company.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000280,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Cultivating Careers,,100,Cultivating Careers >  > para 100,epub:spine=9;para=100,"The evidence for promotion often takes the form of projects or features they’ve completed independently, participation in on-call rotations or other support, and engagement in team meetings and team planning.",4,not_cited,,,,0.6000000000000001,,,,
CLM-000281,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Firing Underperformers,,107,Challenging Situations: Firing Underperformers >  > para 107,epub:spine=9;para=107,"Whatever the procedure is at your company, the process of coaching someone out should begin long before any performance improvement document is filed with HR, and long before the actual act of firing.",0,not_cited,,,,0.75,,,,
CLM-000282,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Firing Underperformers,,112,Challenging Situations: Firing Underperformers >  > para 112,epub:spine=9;para=112,You’ll always need to have a record of negative feedback to fire someone in any environment where HR is active and a standard performance improvement plan is required.,0,not_cited,,,,0.6000000000000001,,,,
CLM-000283,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 5. Managing a Team,,0,Chapter 5. Managing a Team >  > para 0,epub:spine=10;para=0,"It’s a short step from managing a person or two to managing a whole team, but managing a team is more than just doing the job of managing the individuals.",0,not_cited,,,,0.65,,,,
